LINE-NUMBER,AUTHOR,TITLE,PUB-DATE,SENTENCE
2593,Louisa May Alcott,Marjorie's Three Gifts,,"Away drove Belle , and , on entering the room , gave a sigh of satisfaction , for a whole boxful of the loveliest forget-me-nots stood upon the table ."
2594,Louisa May Alcott,Marjorie's Three Gifts,,"As fast as possible , she told her tale and demanded the flowers , no matter what the price might be ."
2595,Louisa May Alcott,Marjorie's Three Gifts,,"Imagine her feelings when the Frenchwoman , with a shrug , announced that it was impossible to give mademoiselle a single spray ."
2596,Louisa May Alcott,Marjorie's Three Gifts,,"All were engaged to trim a bridesmaid 's dress , and must be sent away at once ."
2597,Louisa May Alcott,Marjorie's Three Gifts,,"It really was too bad ! and Belle lost her temper entirely , for no persuasion or bribes would win a spray from Estelle ."
2598,Louisa May Alcott,Marjorie's Three Gifts,,"The provoking part of it was that the wedding would not come off for several days , and there was time enough to make more flowers for that dress , since Belle only wanted a few for her hair ."
2599,Louisa May Alcott,Marjorie's Three Gifts,,"Neither would Estelle make her any , as her hands were full , and so small an order was not worth deranging one 's self for ; but observing Belle 's sorrowful face , she said , affably : `` Mademoiselle may , perhaps , find the flowers she desires at Miss Berton 's ."
2600,Louisa May Alcott,Marjorie's Three Gifts,,"She has been helping me with these garlands , and may have some left ."
2601,Louisa May Alcott,Marjorie's Three Gifts,,Here is her address . ''
2602,Louisa May Alcott,Marjorie's Three Gifts,,"Belle took the card with thanks , and hurried away with a last hope faintly stirring in her girlish heart , for Belle had an unusually ardent wish to look her best at this party , since Somebody was to be there , and Somebody considered forget-me-nots the sweetest flowers in the world ."
2603,Louisa May Alcott,Marjorie's Three Gifts,,"Mamma knew this , and the kiss Belle gave her when the dress came had a more tender meaning than gratified vanity or daughterly love ."
2604,Louisa May Alcott,Marjorie's Three Gifts,,"Up many stairs she climbed , and came at last to a little room , very poor but very neat , where , at the one window , sat a young girl , with crutches by her side and her lap full of flower-leaves and petals ."
2605,Louisa May Alcott,Marjorie's Three Gifts,,"She rose slowly as Belle came in , and then stood looking at her , with such a wistful expression in her shy , bright eyes , that Belle 's anxious face cleared involuntarily , and her voice lost its impatient tone ."
2606,Louisa May Alcott,Marjorie's Three Gifts,,"As she spoke , she glanced about the room , hoping to see some blue blossoms awaiting her ."
2607,Louisa May Alcott,Marjorie's Three Gifts,,"But none appeared ; and she was about to despond again , when the girl said , gently : `` I have none by me now , but I may be able to find you some . ''"
2608,Louisa May Alcott,Marjorie's Three Gifts,,`` Thank you very much ; but I have been everywhere in vain .
2609,Louisa May Alcott,Marjorie's Three Gifts,,"Still , if you do get any , please send them to me as soon as possible ."
2610,Louisa May Alcott,Marjorie's Three Gifts,,Here is my card . ''
2611,Louisa May Alcott,Marjorie's Three Gifts,,"Miss Berton glanced at it , then cast a quick look at the sweet , anxious face before her , and smiled so brightly that Belle smiled also , and asked , wonderingly : `` What is it ?"
2612,Louisa May Alcott,Marjorie's Three Gifts,,What do you see ? ''
2613,Louisa May Alcott,Marjorie's Three Gifts,,`` I see the dear young lady who was so kind to me long ago .
2614,Louisa May Alcott,Marjorie's Three Gifts,,"You do n't remember me , and never knew my name ; but I never have forgotten you all these years ."
2615,Louisa May Alcott,Marjorie's Three Gifts,,"I always hoped I could do something to show how grateful I was , and now I can , for you shall have your flowers if I sit up all night to make them . ''"
2616,Louisa May Alcott,Marjorie's Three Gifts,,"But Belle still shook her head and watched the smiling face before her with wondering eyes , till the girl added , with sudden color in her cheeks : `` Ah , you 've done so many kind things in your life , you do n't remember the little errand girl from Madame Tifany 's who stole a rose in your hall , and how you gave her rubber boots and cake and flowers , and were so good to her she could n't forget it if she lived to be a hundred . ''"
2617,Louisa May Alcott,Marjorie's Three Gifts,,"`` But you are so changed , '' began Belle , who did faintly recollect that little incident in her happy life ."
2618,Louisa May Alcott,Marjorie's Three Gifts,,"`` Yes , I had a fall and hurt myself so that I shall always be lame . ''"
2619,Louisa May Alcott,Marjorie's Three Gifts,,"And Lizzie went on to tell how Madame had dismissed her in a rage ; how she lay ill till Mrs. Brown sent her to the hospital ; and how for a year she had suffered much alone , in that great house of pain , before one of the kind visitors had befriended her ."
2620,Louisa May Alcott,Marjorie's Three Gifts,,"While hearing the story of the five years , that had been so full of pleasure , ease and love for herself , Belle forgot her errand , and , sitting beside Lizzie , listened with pitying eyes to all she told of her endeavors to support herself by the delicate handiwork she loved ."
2621,Louisa May Alcott,Marjorie's Three Gifts,,"`` I 'm very happy now , '' ended Lizzie , looking about the little bare room with a face full of the sweetest content ."
2622,Louisa May Alcott,Marjorie's Three Gifts,,"`` I get nearly work enough to pay my way , and Estelle sends me some when she has more than she can do ."
2623,Louisa May Alcott,Marjorie's Three Gifts,,"I 've learned to do it nicely , and it is so pleasant to sit here and make flowers instead of trudging about in the wet with other people 's hats ."
2624,Louisa May Alcott,Marjorie's Three Gifts,,"Though I do sometimes wish I was able to trudge , one gets on so slowly with crutches . ''"
2625,Louisa May Alcott,Marjorie's Three Gifts,,"A little sigh followed the words , and Belle put her own plump hand on the delicate one that held the crutch , saying , in her cordial young voice : `` I 'll come and take you to drive sometimes , for you are too pale , and you 'll get ill sitting here at work day after day ."
2626,Louisa May Alcott,Marjorie's Three Gifts,,Please let me ; I 'd love to ; for I feel so idle and wicked when I see busy people like you that I reproach myself for neglecting my duty and having more than my share of happiness . ''
2627,Louisa May Alcott,Marjorie's Three Gifts,,"Lizzie thanked her with a look , and then said , in a tone of interest that was delightful to hear : `` Tell about the wreath you want ; I should so love to do it for you , if I can . ''"
2628,Louisa May Alcott,Marjorie's Three Gifts,,Belle had forgotten all about it in listening to this sad little story of a girl 's life .
2629,Louisa May Alcott,Marjorie's Three Gifts,,"Now she felt half ashamed to talk of so frivolous a matter till she remembered that it would help Lizzie ; and , resolving to pay for it as never garland was paid for before , she entered upon the subject with renewed interest ."
2630,Louisa May Alcott,Marjorie's Three Gifts,,`` You shall have the flowers in time for your ball to-morrow night .
2631,Louisa May Alcott,Marjorie's Three Gifts,,"I will engage to make a wreath that will please you , only it may take longer than I think ."
2632,Louisa May Alcott,Marjorie's Three Gifts,,Do n't be troubled if I do n't send it till evening ; it will surely come in time .
2633,Louisa May Alcott,Marjorie's Three Gifts,,"I can work fast , and this will be the happiest job I ever did , '' said Lizzie , beginning to lay out mysterious little tools and bend delicate wires ."
2634,Louisa May Alcott,Marjorie's Three Gifts,,`` You are altogether too grateful for the little I have done .
2635,Louisa May Alcott,Marjorie's Three Gifts,,It makes me feel ashamed to think I did not find you out before and do something better worth thanks . ''
2636,Louisa May Alcott,Marjorie's Three Gifts,,"`` Ah , it was n't the boots or the cake or the roses , dear Miss Belle ."
2637,Louisa May Alcott,Marjorie's Three Gifts,,"It was the kind looks , the gentle words , the way it was done , that went right to my heart , and did me more good than a million of money ."
2638,Louisa May Alcott,Marjorie's Three Gifts,,"I never stole a pin after that day , for the little rose would n't let me forget how you forgave me so sweetly ."
2639,Louisa May Alcott,Marjorie's Three Gifts,,"I sometimes think it kept me from greater temptations , for I was a poor , forlorn child , with no one to keep me good . ''"
2640,Louisa May Alcott,Marjorie's Three Gifts,,"Pretty Belle looked prettier than ever as she listened , and a bright tear stood in either eye like a drop of dew on a blue flower ."
2641,Louisa May Alcott,Marjorie's Three Gifts,,"It touched her very much to learn that her little act of childish charity had been so sweet and helpful to this lonely girl , and now lived so freshly in her grateful memory ."
2642,Louisa May Alcott,Marjorie's Three Gifts,,"It showed her , suddenly , how precious little deeds of love and sympathy are ; how strong to bless , how easy to perform , how comfortable to recall ."
2643,Louisa May Alcott,Marjorie's Three Gifts,,"Her heart was very full and tender just then , and the lesson sunk deep into it never to be forgotten ."
2644,Louisa May Alcott,Marjorie's Three Gifts,,"She sat a long time watching flowers bud and blossom under Lizzie 's skilful fingers , and then hurried home to tell all her glad news to mamma ."
2645,Louisa May Alcott,Marjorie's Three Gifts,,"If the next day had not been full of most delightfully exciting events , Belle might have felt some anxiety about her wreath , for hour after hour went by and nothing arrived from Lizzie ."
2646,Louisa May Alcott,Marjorie's Three Gifts,,"Evening came , and all was ready ."
2647,Louisa May Alcott,Marjorie's Three Gifts,,"Belle was dressed , and looked so lovely that mamma declared she needed nothing more ."
2648,Louisa May Alcott,Marjorie's Three Gifts,,But Marie insisted that the grand effect would be ruined without the garland among the sunshiny hair .
2649,Louisa May Alcott,Marjorie's Three Gifts,,"Belle had time now to be anxious , and waited with growing impatience for the finishing touch to her charming toilette ."
2650,Louisa May Alcott,Marjorie's Three Gifts,,"`` I must be downstairs to receive , and ca n't wait another moment ; so put in the blue pompon and let me go , '' she said at last , with a sigh of disappointment , for the desire to look beautiful that night in Somebody 's eyes had increased four-fold ."
2651,Louisa May Alcott,Marjorie's Three Gifts,,"With a tragic gesture , Marie was about to adjust the pompon when the quick tap of a crutch came down the hall , and Lizzie hurried in , flushed and breathless , but smiling happily as she uncovered the box she carried with a look of proud satisfaction ."
2652,Louisa May Alcott,Marjorie's Three Gifts,,"A general `` Ah ! '' of admiration arose as Belle , mamma , and Marie surveyed the lovely wreath that lay before them ; and when it was carefully arranged on the bright head that was to wear it , Belle blushed with pleasure ."
2653,Louisa May Alcott,Marjorie's Three Gifts,,"Mamma said : `` It is more beautiful than any Paris could have sent us ; '' and Marie clasped her hands theatrically , sighing , with her head on one side : `` Truly , yes ; mademoiselle is now adorable ! ''"
2654,Louisa May Alcott,Marjorie's Three Gifts,,`` I am so glad you like it .
2655,Louisa May Alcott,Marjorie's Three Gifts,,"I did my very best and worked all night , but I had to beg one spray from Estelle , or , with all my haste , I could not have finished in time , '' said Lizzie , refreshing her weary eyes with a long , affectionate gaze at the pretty figure before her ."
2656,Louisa May Alcott,Marjorie's Three Gifts,,"A fold of the airy skirt was caught on one of the blue clusters , and Lizzie knelt down to arrange it as she spoke ."
2657,Louisa May Alcott,Marjorie's Three Gifts,,Belle leaned toward her and said softly : `` Money alone ca n't pay you for this kindness ; so tell me how I can best serve you .
2658,Louisa May Alcott,Marjorie's Three Gifts,,"This is the happiest night of my life , and I want to make every one feel glad also . ''"
2659,Louisa May Alcott,Marjorie's Three Gifts,,"`` Then do n't talk of paying me , but promise that I may make the flowers you wear on your wedding-day , '' whispered Lizzie , kissing the kind hand held out to help her rise , for on it she saw a brilliant ring , and in the blooming , blushing face bent over her she read the tender little story that Somebody had told Belle that day ."
2660,Louisa May Alcott,Marjorie's Three Gifts,,"`` So you shall ! and I 'll keep this wreath all my life for your sake , dear , '' answered Belle , as her full heart bubbled over with pitying affection for the poor girl who would never make a bridal garland for herself ."
2661,Nathaniel Hawthorne,Little Annie's Ramble,,DING-DONG !
2662,Nathaniel Hawthorne,Little Annie's Ramble,,Ding-dong !
2663,Nathaniel Hawthorne,Little Annie's Ramble,,Ding-dong !
2664,Nathaniel Hawthorne,Little Annie's Ramble,,"The town crier has rung his bell , at a distant corner , and little Annie stands on her father 's doorsteps , trying to hear what the man with the loud voice is talking about ."
2665,Nathaniel Hawthorne,Little Annie's Ramble,,Let me listen too .
2666,Nathaniel Hawthorne,Little Annie's Ramble,,"O , he is telling the people that an elephant , and a lion , and a royal tiger , and a horse with horns , and other strange beasts from foreign countries , have come to town , and will receive all visitors who choose to wait upon them !"
2667,Nathaniel Hawthorne,Little Annie's Ramble,,Perhaps little Annie would like to go .
2668,Nathaniel Hawthorne,Little Annie's Ramble,,"Yes ; and I can see that the pretty child is weary of this wide and pleasant street , with the green trees flinging their shade across the quiet sunshine , and the pavements and the sidewalks all as clean as if the housemaid had just swept them with her broom ."
2669,Nathaniel Hawthorne,Little Annie's Ramble,,"She feels that impulse to go strolling away -- that longing after the mystery of the great world -- which many children feel , and which I felt in my childhood ."
2670,Nathaniel Hawthorne,Little Annie's Ramble,,Little Annie shall take a ramble with me .
2671,Nathaniel Hawthorne,Little Annie's Ramble,,See !
2672,Nathaniel Hawthorne,Little Annie's Ramble,,"I do but hold out my hand , and , like some bright bird in the sunny air , with her blue silk frock fluttering upwards from her white pantalets , she comes bounding on tiptoe across the street ."
2673,Nathaniel Hawthorne,Little Annie's Ramble,,"Smooth back your brown curls , Annie ; and let me tie on your bonnet , and we will set forth !"
2674,Nathaniel Hawthorne,Little Annie's Ramble,,What a strange couple to go on their rambles together !
2675,Nathaniel Hawthorne,Little Annie's Ramble,,"One walks in black attire , with a measured step , and a heavy brow , and his thoughtful eyes bent down , while the gay little girl trips lightly along , as if she were forced to keep hold of my hand , lest her feet should dance away from the earth ."
2676,Nathaniel Hawthorne,Little Annie's Ramble,,Yet there is sympathy between us .
2677,Nathaniel Hawthorne,Little Annie's Ramble,,"If I pride myself on anything , it is because I have a smile that children love ; and , on the other hand , there are few grown ladies that could entice me from the side of little Annie ; for I delight to let my mind go hand in hand with the mind of a sinless child ."
2678,Nathaniel Hawthorne,Little Annie's Ramble,,"So , come , Annie ; but if I moralize as we go , do not listen to me ; only look about you , and be merry !"
2679,Nathaniel Hawthorne,Little Annie's Ramble,,Now we turn the corner .
2680,Nathaniel Hawthorne,Little Annie's Ramble,,"Here are hacks with two horses , and stage-coaches with four , thundering to meet each other , and trucks and carts moving at a slower pace , being heavily laden with barrels from the wharves , and here are rattling gigs , which perhaps will be smashed to pieces before our eyes ."
2681,Nathaniel Hawthorne,Little Annie's Ramble,,"Hitherward , also , comes a man trundling a wheelbarrow along the pavement ."
2682,Nathaniel Hawthorne,Little Annie's Ramble,,Is not little Annie afraid of such a tumult ?
2683,Nathaniel Hawthorne,Little Annie's Ramble,,"No ; she does not even shrink closer to my side , but passes on with fearless confidence , a happy child amidst a great throng of grown people , who pay the same reverence to her infancy that they would to extreme old age ."
2684,Nathaniel Hawthorne,Little Annie's Ramble,,"Nobody jostles her ; all turn aside to make way for little Annie ; and , what is most singular , she appears conscious of her claim to such respect ."
2685,Nathaniel Hawthorne,Little Annie's Ramble,,Now her eyes brighten with pleasure !
2686,Nathaniel Hawthorne,Little Annie's Ramble,,"A street-musician has seated himself on the steps of yonder church , and pours forth his strains to the busy town , a melody that has gone astray among the tramp of footsteps , the buzz of voices , and the war of passing wheels ."
2687,Nathaniel Hawthorne,Little Annie's Ramble,,Who heeds the poor organ-grinder ?
2688,Nathaniel Hawthorne,Little Annie's Ramble,,"None but myself and little Annie , whose feet begin to move in unison with the lively tune , as if she were loath that music should be wasted without a dance ."
2689,Nathaniel Hawthorne,Little Annie's Ramble,,But where would Annie find a partner ?
2690,Nathaniel Hawthorne,Little Annie's Ramble,,"Some have the gout in their toes , or the rheumatism in their joints ; some are stiff with age ; some feeble with disease ; some are so lean that their bones would rattle , and others of such ponderous size that their agility would crack the flagstones ; but many , many have leaden feet , because their hearts are far heavier than lead ."
2691,Nathaniel Hawthorne,Little Annie's Ramble,,It is a sad thought that I have chanced upon .
2692,Nathaniel Hawthorne,Little Annie's Ramble,,What a company of dancers should we be !
2693,Nathaniel Hawthorne,Little Annie's Ramble,,"For I , too , am a gentleman of sober footsteps , and therefore , little Annie , let us walk sedately on ."
2694,Nathaniel Hawthorne,Little Annie's Ramble,,"It is a question with me , whether this giddy child , or my sage self , have most pleasure in looking at the shop-windows ."
2695,Nathaniel Hawthorne,Little Annie's Ramble,,"We love the silks of sunny hue , that glow within the darkened premises of the spruce drygoods ' men ; we are pleasantly dazzled by the burnished silver , and the chased gold , the rings of wedlock and the costly love-ornaments , glistening at the window of the jeweller ; but Annie , more than I , seeks for a glimpse of her passing figure in the dusty looking-glasses at the hardware stores ."
2696,Nathaniel Hawthorne,Little Annie's Ramble,,All that is bright and gay attracts us both .
2697,Nathaniel Hawthorne,Little Annie's Ramble,,"Here is a shop to which the recollections of my boyhood , as well as present partialities , give a peculiar magic ."
2698,Nathaniel Hawthorne,Little Annie's Ramble,,"How delightful to let the fancy revel on the dainties of a confectioner ; those pies , with such white and flaky paste , their contents being a mystery , whether rich mince , with whole plums intermixed , or piquant apple , delicately rose-flavored ; those cakes , heart-shaped or round , piled in a lofty pyramid ; those sweet little circlets , sweetly named kisses ; those dark , majestic masses , fit to be bridal-loaves at the wedding of an heiress , mountains in size , their summits deeply snow-covered with sugar !"
2699,Nathaniel Hawthorne,Little Annie's Ramble,,"Then the mighty treasures of sugar-plums , white and crimson and yellow , in large glass vases ; and candy of all varieties ; and those little cockles , or whatever they are called , much prized by children for their sweetness , and more for the mottoes which they enclose , by love-sick maids and bachelors !"
2700,Nathaniel Hawthorne,Little Annie's Ramble,,"O , my mouth waters , little Annie , and so doth yours ; but we will not be tempted , except to an imaginary feast ; so let us hasten onward , devouring the vision of a plum-cake ."
2701,Nathaniel Hawthorne,Little Annie's Ramble,,"Here are pleasures , as some people would say , of a more exalted kind , in the window of a bookseller ."
2702,Nathaniel Hawthorne,Little Annie's Ramble,,Is Annie a literary lady ?
2703,Nathaniel Hawthorne,Little Annie's Ramble,,"Yes ; she is deeply read in Peter Parley 's tomes , and has an increasing love for fairy-tales , though seldom met with nowadays , and she will subscribe , next year , to the Juvenile Miscellany ."
2704,Nathaniel Hawthorne,Little Annie's Ramble,,"But , truth to tell , she is apt to turn away from the printed page , and keep gazing at the pretty pictures , such as the gay-colored ones which make this shopwindow the continual loitering-place of children ."
2705,Nathaniel Hawthorne,Little Annie's Ramble,,"What would Annie think , if , in the book which I mean to send her , on New Year 's day , she should find her sweet little self , bound up in silk or morocco with gilt edges , there to remain till she become a woman grown with children of her own to read about their mother 's childhood !"
2706,Nathaniel Hawthorne,Little Annie's Ramble,,That would be very queer .
2707,Nathaniel Hawthorne,Little Annie's Ramble,,"Little Annie is weary of pictures , and pulls me onward by the hand , till suddenly we pause at the most wondrous shop in all the town ."
2708,Nathaniel Hawthorne,Little Annie's Ramble,,"O , my stars !"
2709,Nathaniel Hawthorne,Little Annie's Ramble,,"Is this a toy-shop , or is it fairy-land ?"
2710,Nathaniel Hawthorne,Little Annie's Ramble,,"For here are gilded chariots , in which the king and queen of the fairies might ride side by side , while their courtiers , on these small horses , should gallop in triumphal procession before and behind the royal pair ."
2711,Nathaniel Hawthorne,Little Annie's Ramble,,"Here , too , are dishes of china-ware , fit to be the dining set of those same princely personages , when they make a regal banquet in the stateliest ball of their palace , full five feet high , and behold their nobles feasting adown the long perspective of the table ."
2712,Nathaniel Hawthorne,Little Annie's Ramble,,"Betwixt the king and queen should sit my little Annie , the prettiest fairy of them all ."
2713,Nathaniel Hawthorne,Little Annie's Ramble,,"Here stands a turbaned Turk , threatening us with his sabre , like an ugly heathen as he is ."
2714,Nathaniel Hawthorne,Little Annie's Ramble,,"And next a Chinese mandarin , who nods his head at Annie and myself ."
2715,Nathaniel Hawthorne,Little Annie's Ramble,,"Here we may review a whole army of horse and foot , in red and blue uniforms , with drums , fifes , trumpets , and all kinds of noiseless music ; they have halted on the shelf of this window , after their weary march from Liliput ."
2716,Nathaniel Hawthorne,Little Annie's Ramble,,But what cares Annie for soldiers ?
2717,Nathaniel Hawthorne,Little Annie's Ramble,,"No conquering queen is she , neither a Semiramis nor a Catharine , her whole heart is set upon that doll , who gazes at us with such a fashionable stare ."
2718,Nathaniel Hawthorne,Little Annie's Ramble,,This is the little girl 's true plaything .
2719,Nathaniel Hawthorne,Little Annie's Ramble,,"Though made of wood , a doll is a visionary and ethereal personage , endowed by childish fancy with a peculiar life ; the mimic lady is a heroine of romance , an actor and a sufferer in a thousand shadowy scenes , the chief inhabitant of that wild world with which children ape the real one ."
2720,Nathaniel Hawthorne,Little Annie's Ramble,,"Little Annie does not understand what I am saying , but looks wishfully at the proud lady in the window ."
2721,Nathaniel Hawthorne,Little Annie's Ramble,,We will invite her home with us as we return .
2722,Nathaniel Hawthorne,Little Annie's Ramble,,"Meantime , good by , Dame Doll !"
2723,Nathaniel Hawthorne,Little Annie's Ramble,,"A toy yourself , you look forth from your window upon many ladies that are also toys , though they walk and speak , and upon a crowd in pursuit of toys , though they wear grave visages ."
2724,Nathaniel Hawthorne,Little Annie's Ramble,,"O , with your never-closing eyes , had you but an intellect to moralize on all that flits before them , what a wise doll would you be !"
2725,Nathaniel Hawthorne,Little Annie's Ramble,,"Come , little Annie , we shall find toys enough , go where we may ."
2726,Nathaniel Hawthorne,Little Annie's Ramble,,Now we elbow our way among the throng again .
2727,Nathaniel Hawthorne,Little Annie's Ramble,,"It is curious , in the most crowded part of a town , to meet with living creatures that had their birthplace in some far solitude , but have acquired a second nature in the wilderness of men ."
2728,Nathaniel Hawthorne,Little Annie's Ramble,,"Look up , Annie , at that canary-bird , hanging out of the window in his cage ."
2729,Nathaniel Hawthorne,Little Annie's Ramble,,Poor little fellow !
2730,Nathaniel Hawthorne,Little Annie's Ramble,,"His golden feathers are all tarnished in this smoky sunshine ; he would have glistened twice as brightly among the summer islands ; but still he has become a citizen in all his tastes and habits , and would not sing half so well without the uproar that drowns his music ."
2731,Nathaniel Hawthorne,Little Annie's Ramble,,What a pity that he does not know how miserable he is !
2732,Nathaniel Hawthorne,Little Annie's Ramble,,"There is a parrot , too , calling out , `` Pretty Poll !"
2733,Nathaniel Hawthorne,Little Annie's Ramble,,Pretty Poll ! '' as we pass by .
2734,Nathaniel Hawthorne,Little Annie's Ramble,,"Foolish bird , to be talking about her prettiness to strangers , especially as she is not a pretty Poll , though gaudily dressed in green and yellow ."
2735,Nathaniel Hawthorne,Little Annie's Ramble,,"If she had said , `` Pretty Annie , '' there would have been some sense in it ."
2736,Nathaniel Hawthorne,Little Annie's Ramble,,"See that gray squirrel at the door of the fruit-shop , whirling round and round so merrily within his wire wheel !"
2737,Nathaniel Hawthorne,Little Annie's Ramble,,"Being condemned to the treadmill , he makes it an amusement ."
2738,Nathaniel Hawthorne,Little Annie's Ramble,,Admirable philosophy !
2739,Nathaniel Hawthorne,Little Annie's Ramble,,"Here comes a big , rough dog , a countryman 's dog in search of his master ; smelling at everybody 's heels , and touching little Annie 's hand with his cold nose , but hurrying away , though she would fain have patted him ."
2740,Nathaniel Hawthorne,Little Annie's Ramble,,"Success to your search , Fidelity !"
2741,Nathaniel Hawthorne,Little Annie's Ramble,,"And there sits a great yellow cat upon a window-sill , a very corpulent and comfortable cat , gazing at this transitory world , with owl 's eyes , and making pithy comments , doubtless , or what appear such , to the silly beast ."
2742,Nathaniel Hawthorne,Little Annie's Ramble,,"O sage puss , make room for me beside you , and we will be a pair of philosophers !"
2743,Nathaniel Hawthorne,Little Annie's Ramble,,"Here we see something to remind us of the town crier , and his ding-dong bell !"
2744,Nathaniel Hawthorne,Little Annie's Ramble,,"Look ! look at that great cloth spread out in the air , pictured all over with wild beasts , as if they had met together to choose a king , according to their custom in the days of AEsop ."
2745,Nathaniel Hawthorne,Little Annie's Ramble,,But they are choosing neither a king nor a president ; else we should hear a most horrible snarling !
2746,Nathaniel Hawthorne,Little Annie's Ramble,,"They have come from the deep woods , and the wild mountains , and the desert sands , and the polar snows , only to do homage to my little Annie ."
2747,Nathaniel Hawthorne,Little Annie's Ramble,,"As we enter among them , the great elephant makes us a bow , in the best style of elephantine courtesy , bending lowly down his mountain bulk , with trunk abased , and leg thrust out behind ."
2748,Nathaniel Hawthorne,Little Annie's Ramble,,"Annie returns the salute , much to the gratification of the elephant , who is certainly the best-bred monster in the caravan ."
2749,Nathaniel Hawthorne,Little Annie's Ramble,,The lion and the lioness are busy with two beef-bones .
2750,Nathaniel Hawthorne,Little Annie's Ramble,,"The royal tiger , the beautiful , the untamable , keeps pacing his narrow cage with a haughty step , unmindful of the spectators , or recalling the fierce deeds of his former life , when he was wont to leap forth upon such inferior animals , from the jungles of Bengal ."
2751,Nathaniel Hawthorne,Little Annie's Ramble,,"Here we see the very same wolf , -- do not go near him , Annie ! -- the self-same wolf that devoured little Red Riding Hood and her grandmother ."
2752,Nathaniel Hawthorne,Little Annie's Ramble,,"In the next cage , a hyena from Egypt , who has doubtless howled around the pyramids , and a black bear from our own forests are fellow-prisoners , and most excellent friends ."
2753,Nathaniel Hawthorne,Little Annie's Ramble,,Are there any two living creatures who have so few sympathies that they can not possibly be friends ?
2754,Nathaniel Hawthorne,Little Annie's Ramble,,"Here sits a great white bear , whom common observers would call a very stupid beast , though I perceive him to be only absorbed in contemplation ; he is thinking of his voyages on an iceberg , and of his comfortable home in the vicinity of the north pole , and of the little cubs whom he left rolling in the eternal snows ."
2755,Nathaniel Hawthorne,Little Annie's Ramble,,"In fact , he is a bear of sentiment ."
2756,Nathaniel Hawthorne,Little Annie's Ramble,,"But , O , those unsentimental monkeys the ugly , grinning , aping , chattering , ill-natured , mischievous , and queer little brutes ."
2757,Nathaniel Hawthorne,Little Annie's Ramble,,Annie does not love the monkeys .
2758,Nathaniel Hawthorne,Little Annie's Ramble,,"Their ugliness shocks her pure , instinctive delicacy of taste , and makes her mind unquiet , because it bears a wild and dark resemblance to humanity ."
2759,Nathaniel Hawthorne,Little Annie's Ramble,,"But here is a little pony , just big enough for Annie to ride , and round and round he gallops in a circle , keeping time with his trampling hoofs to a band of music ."
2760,Nathaniel Hawthorne,Little Annie's Ramble,,"And here , -- with a laced coat and a cocked hat , and a riding whip in his hand , -- here comes a little gentleman , small enough to be king of the fairies , and ugly enough to be king of the gnomes , and takes a flying leap into the saddle ."
2761,Nathaniel Hawthorne,Little Annie's Ramble,,"Merrily , merrily plays the music , and merrily gallops the pony , and merrily rides the little old gentleman ."
2762,Nathaniel Hawthorne,Little Annie's Ramble,,"Come , Annie , into the street again ; perchance we may see monkeys on horseback there !"
2763,Nathaniel Hawthorne,Little Annie's Ramble,,"Mercy on us , what a noisy world we quiet people live in !"
2764,Nathaniel Hawthorne,Little Annie's Ramble,,Did Annie ever read the Cries of London City ?
2765,Nathaniel Hawthorne,Little Annie's Ramble,,With what lusty lungs doth yonder man proclaim that his wheelbarrow is full of lobsters !
2766,Nathaniel Hawthorne,Little Annie's Ramble,,"Here comes another mounted on a cart , and blowing a hoarse and dreadful blast from a tin horn , as much as to say , `` Fresh fish ! ''"
2767,Nathaniel Hawthorne,Little Annie's Ramble,,"And hark ! a voice on high , like that of a muezzin from the summit of a mosque , announcing that some chimney-sweeper has emerged from smoke and soot , and darksome caverns , into the upper air ."
2768,Nathaniel Hawthorne,Little Annie's Ramble,,What cares the world for that ?
2769,Nathaniel Hawthorne,Little Annie's Ramble,,"But , well-a-day , we hear a shrill voice of affliction , the scream of a little child , rising louder with every repetition of that smart , sharp , slapping sound , produced by an open hand on tender flesh ."
2770,Nathaniel Hawthorne,Little Annie's Ramble,,"Annie sympathizes , though without experience of such direful woe ."
2771,Nathaniel Hawthorne,Little Annie's Ramble,,"Lo ! the town crier again , with some new secret for the public ear ."
2772,Nathaniel Hawthorne,Little Annie's Ramble,,"Will he tell us of an auction , or of a lost pocketbook , or a show of beautiful wax figures , or of some monstrous beast more horrible than any in the caravan ?"
2773,Nathaniel Hawthorne,Little Annie's Ramble,,I guess the latter .
2774,Nathaniel Hawthorne,Little Annie's Ramble,,"See how he uplifts the bell in his right hand , and shakes it slowly at first , then with a hurried motion , till the clapper seems to strike both sides at once , and the sounds are scattered forth in quick succession , far and near ."
2775,Nathaniel Hawthorne,Little Annie's Ramble,,Ding-dong !
2776,Nathaniel Hawthorne,Little Annie's Ramble,,Ding-dong !
2777,Nathaniel Hawthorne,Little Annie's Ramble,,Ding-dong !
2778,Nathaniel Hawthorne,Little Annie's Ramble,,"Now he raises his clear , loud voice , above all the din of the town ; it drowns the buzzing talk of many tongues , and draws each man 's mind from his own business ; it rolls up and down the echoing street and ascends to the hushed chamber of the sick , and penetrates downward to the cellar kitchen , where the hot cook turns from the fire to listen ."
2779,Nathaniel Hawthorne,Little Annie's Ramble,,"Who , of all that address the public ear , whether in church , or court-house , or hall of state , has such an attentive audience as the town crier ?"
2780,Nathaniel Hawthorne,Little Annie's Ramble,,What saith the people 's orator ?
